issue_key,project_key,project_name,issue_type,status,priority,created,updated,labels,summary,description,acceptance_criteria,comments
CSCI-698,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,18/Nov/25 1:38 PM,20/Nov/25 9:22 AM,,Review procedure to get the data type from source system for MySQL,"h3. Context

* Test the snowflake procedure to get the data types of the columns from the source system for MYSQL.

h3. Objective

* Load the data for each table and auto generate the view with the source system datatypes 

h3. Acceptance criteria

* Load tables from Manhattan Active and generate views with column data types from same as the source system. 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then",
CSCI-697,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,17/Nov/25 11:12 PM,18/Nov/25 3:30 PM,,"Alation || ""Configuring Power BI Tenant Settings for Alation API Service""","h3. Context

* 

h3. Objective

* 

h3. Steps 

# 

h3. Deliverables

* 

h3. Assumptions - (Optional)

* 

h3. Acceptance criteria

* 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then",
CSCI-695,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,14/Nov/25 9:06 AM,21/Nov/25 12:05 PM,,ADF Linked Service Clean up,"h3. Context

* Rename the linked services according to the naming standards.

h3. Acceptance criteria

* All linked services should follow the same naming standards.

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then","Linked services cannot be renamed. I will document the details of the source system and linked services and delete the unused the linked services.

@user

Details documented in the operational document. Linked service deleted and waiting for PR post call with Eugene.

This done. PR created and will be approved on 24/11 just to avoid an issue over the weekend."
CSCI-694,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,14/Nov/25 9:06 AM,18/Nov/25 1:14 PM,,Snowflake || Post-Migration Schemas Clean up,"h3. Context

* Perform the clean-up of the dev environments post migration to Bronze Schema. 

h3. Acceptance criteria

* Remove all unused/ migrated stg_ schemas from the EDP_DEV database 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then","Below schemas has been deleted. We have 30 days to undrop these with snowflake time travel feature.

EDP_DEV.STG_AXLINK
EDP_DEV.STG_CWMGTSTOREINVOICES
EDP_DEV.STG_GENERAL_REFERENCE
EDP_DEV.STG_ILS
EDP_DEV.STG_MANHATTAN_ACTIVE
EDP_DEV.STG_MANHATTAN_ACTIVE_DEFAULT_DCINVENTORY
EDP_DEV.STG_SCAX2012
EDP_DEV.STG_SKU
EDP_DEV.STG_SPSWHSPURCHASE
EDP_DEV.STG_STOCKDB
EDP_DEV.STG_TRANSACTION_STORAGE
EDP_DEV.STG_TRNS
EDP_DEV.TEST
EDP_DEV.STG_TRNS"
CSCI-693,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,12/Nov/25 9:03 AM,22/Dec/25 8:26 AM,,Update CI configuration for snowflake-infra,Update the CI configuration files to reference the new snowflake-infra folder location and ensure all pipelines work as expected.,,
CSCI-692,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,12/Nov/25 9:03 AM,22/Dec/25 8:26 AM,,Move base directory to base-infra folder,Relocate the entire base directory within the repository to a new folder named base-infra as part of the repo reorganization.,,
CSCI-691,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,12/Nov/25 9:03 AM,22/Dec/25 8:26 AM,,Update CI configuration for base-infra,Modify the continuous integration (CI) configuration files to ensure they reference the new base-infra folder location correctly.,,
CSCI-690,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,12/Nov/25 9:03 AM,22/Dec/25 8:26 AM,,Copy edp-snowflake-infrastructure to snowflake-infra folder,Copy the contents of the edp-snowflake-infrastructure repository into a new folder named snowflake-infra within the consolidated repository.,,
CSCI-689,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,12/Nov/25 9:03 AM,13/Nov/25 7:52 AM,,Rename edp-infrastructure repository to edp-infra-provision,Rename the existing edp-infrastructure repository to edp-infra-provision to reflect the new consolidated structure.,,edp-infrastructure renamed to [edp-infra-provision - Repos|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-infra-provision]
CSCI-688,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,12/Nov/25 8:41 AM,14/Nov/25 3:05 PM,,Investigate Null Value in Table,"h3. *Context*

An issue has been identified in the {{TransactionStorage}} database, {{BranchOrderItems}} table — where all records appear to contain *null values*. This table is part of the *bulk upload automation* process, and the data issue may impact downstream integrations and reporting.

h3. *Scope*

* analysis on {{TransactionStorage.BranchOrderItems}}.
* Review of bulk upload automation flow related to this table.","* Root cause analysis done and issue identified
* Remediation (if applicable).
* Confirmation of table is loaded successfully after fix","Issue was due to the Parquet file headers are case sensitive. It is not fixed, and the data is loaded successfully. I would be spending some more time to check what happens to the procedure when there are spaces in the columns name. cc-@user"
CSCI-685,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,09/Nov/25 11:26 AM,05/Dec/25 5:16 PM,,EDP Infrastructure || Repo Configuration - Repo for ALTIDA CI/CD,"Implement full CI/CD and IaC for the ALTIDA framework in a dedicated isolated Git repository, so that ALTIDA is fully automated (no click-ops), minimally coupled to the core data platform, and can be cleanly removed and replaced in the future without refactoring other repos or shared infrastructure.","*Repository & Isolation:*

* ALTIDA has its own Git repo containing all ALTIDA code, config, IaC and pipeline definitions.
* No ALTIDA code/config/IaC lives in any core platform or shared infrastructure repo. Other repos can reference ALTIDA only via documented loosely coupled integration points (eg. queues, file locations, APIs).
* Disabling ALTIDA pipelines and archiving the ALTIDA repo does not require code changes in other repos beyond removing those integration references.

*IaC and no Click-Ops:*

* All Snowflake and cloud resources required by ALTIDA are defined and managed only via IaC in ALTIDA repo (no portal or Snowflake UI changes).
* A new environment (eg. DEV/SIT/UAT) can be provisioned from empty to full working ALTIDA by running the documented CI/CD pipeline, with no manual steps.

*CI/CD Configuration:*

* ALTIDA has dedicated CI/CD pipelines in its repo for build, test/validation and deploy to each environment.
* Environment differences are handled via parameters and secrets (eg. Key Vault) not by branching code or hand-editing config in the UI.

*Security & Access:*

* ALTIDA uses its own service accounts and roles (Snowflake, cloud) defined in IaC with least privilege, limited to the layers/resources it needs (Landing/Bronze) and not to curated/core platform components
* No shared “god” roles or service accounts exists between ALTIDA and other platform components. Secrets are stored only in approved secret stores, not in code or pipeline definitions.

*Replaceability/Decommissioning:*

* The ALTIDA repo includes a short, tested decommission procedure describing how to disable ALTIDA, remove its resources and revoke its identities without impacting the rest of the platform.
* There are no hard dependencies on ALTIDA internals in other repos (no imports of ALTIDA libraries or assumptions about ALTIDA-specific structures). Integration contracts are documented so a future replacement data ingestion solution can plug into the same interfaces.","Hi @user please add the Acceptance Criteria when you are ready.

@user can you please rename the edp-snowflake repo to edp-etl-atilda-legacy. This repo will be used for ALTIDA CI/CD purpose. 

FYI @user

@user @user this is renamed to: {{edp-etl-atilda-legacy}}

@user thank you!"
CSCI-684,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,09/Nov/25 11:25 AM,24/Nov/25 2:02 PM,,EDP Infrastructure || IaC Repo Configuration - edp-visualize-publish-dashboards,,"Given, When, Then",
CSCI-683,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,09/Nov/25 11:25 AM,24/Nov/25 1:59 PM,,EDP Infrastructure || IaC Repo Configuration - edp-model-publish-semantic,,"Given, When, Then",see development tracking at: [User Story 213682 Rename Semantic Model Repository|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/213682]
CSCI-682,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,09/Nov/25 11:25 AM,18/Dec/25 10:56 AM,,EDP Infrastructure || IaC Repo Configuration - edp-transform-build-warehouse,"edp-transform-build-warehouse

This is repo naming reserved for dbt and transformation workflow.","Given, When, Then","see development tracking at: [User Story 213686 Rename Snowflake Repository|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/213686]

we need a new repo for this @user. This is intended for dbt transformation workflow I believe.

@user - Do you need new card for rename {{edp-snowflak}} to {{edp-etl-atilda-legacy  }}? Per Chloe edp-transform-build-warehouse is reserve for DBT?

@user this is already done. we need a ticket eventually for the dbt repo.

Hi @user @user this is repo naming reserved for dbt and transformation workflow."
CSCI-681,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,09/Nov/25 11:25 AM,25/Nov/25 10:35 AM,,EDP Infrastructure || IaC Repo Configuration - edp-ingest-orchestrate-pipelines,Rename [edp-data-factory|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/branches] to edp-ingest-orchestrate-pipelines,"Given, When, Then","@user @user @user I will be renaming the repo [edp-data-factory|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-data-factory/branches] to edp-ingest-orchestrate-pipelines can you please confirm that you have checked in pending work in your branches?

Once confirmed, I will rename and notify you, then you can check out your branches from the new repository name, contents are the same, there should be no changes in functionality.

@user @user @user just waiting for your confirmation to move ahead with this.

@user All good from my side! @user @user @user can you please confirm if you have pending changes in ADF that need to be committed to your feature branch before the renaming action?

All good from my side as well @user @user

Confirmed by everyone @user Please proceed!

Hi @user , please proceed 🙂

this is completed: [User Story 213677 Rename Data Factory Repository|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/213677]

Eugene rectified the issue with security on the publish branch. Detail of the fixes is at [User Story 213677 Rename Data Factory Repository|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/213677]"
CSCI-678,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,09/Nov/25 11:20 AM,16/Dec/25 3:32 PM,,EDP Infrastructure || IaC Repo Configuration - edp-infra-provision,"Combine edp-infrastructure and edp-snowflake-infrastructure into a single repo.

Steps:

# clone edp-infrastructure to edp-infrastructure-backup
# rename edp-infrastructure to edp-infra-provision
# move the whole base directory to base-infra
# update base-infra ci to reflect new folder location
# copy edp-snowflake-infrastructure to snowflake-infra
# update snowflake-infra ci to reflect new folder location","* Both source repositories are merged into {{edp-infra-provision}}.
* {{edp-infrastructure}} and {{edp-snowflake-infrastructure}} modules retain separate Terraform state files and CI/CD pipelines.
* Folder structure clearly separates Azure and Snowflake components (e.g., {{/azure}} and {{/snowflake}}).
* All pipeline definitions are updated to reflect new repository paths but maintain independent workflows.
* Backend configurations (state files, key vaults, storage accounts) remain unchanged.
* All contributors are notified pre- and post-migration.
* Documentation and pipeline badges updated to reflect new repository location.
* Validation builds for both areas succeed after migration.","current repo cloned to [edp-infrastructure-backup - Repos|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp-infrastructure-backup?version=GBmaster]

see development tracking: [User Story 213659 Merge and Rename Infrastructure Repositories|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/213659]

@user"
CSCI-677,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,09/Nov/25 11:19 AM,16/Dec/25 3:54 PM,,EDP Infrastructure || IaC Repo Structures - Implementation Plan,"h3. Context

* Rename repositories to be aligned with implementation across different organizations and geographical locations.

h3. Objective

* Rename current repositories for clarity as to which organizations and geographical locations they are applicable to.

h3. Steps 

# Notify developers of the pending change in repository name
# Update the repository name
# Update CI/CD pipelines to use the new repository name if needed
# Validate that CI/CD pipelines work
# Developers to update their environments (VS Code, Data Factory Studio, Workspaces) to use the new repository name

h3. Acceptance criteria

* renamed repositories aligned with target organizations and geographical location

h3. Assumptions - (Optional)

* naming conventions for naming repositories, including the organization and geographical location.

h3. 

h3. 

h3. 

h3. 

h3. 

h3. 

h3.","Given, When, Then","@user i created a whole feature in Azure DevOps for the repo restructuring:

[Feature 213658 Align EDP Repository Naming with Enterprise Standards|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/213658]

if you want, you can update this and related tasks to match what is in there."
